run_idx,scheduler_mode,scheduling_policy_value,arrival_rate_rps,max_batch_size,batch_timeout_ms,batch_id,dispatch_time_ms,finish_time_ms,batch_size,batch_runtime_ms,prompt_len,max_new_tokens,tokens_generated_total,phase,tokens_scheduled,active_requests,padding_waste_tokens,padding_waste_bytes_est,padding_waste_pct
0,continuous,32.0,4.0,2,-1.0,157,1858.02329499802,1870.3202729980148,2,12.296977999994851,470,92,2,decode,2,1,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,158,1870.3202729980148,1876.7355189979753,1,6.415245999960462,102,37,32,prefill,32,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,159,1876.7355189979753,1888.9423879982132,1,12.20686900023793,102,37,32,prefill,32,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,160,1888.9423879982132,1901.7617139979848,1,12.819325999771536,102,37,32,prefill,32,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,161,1901.7617139979848,1916.234429997985,1,14.472716000000219,102,37,6,prefill,6,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,162,1916.234429997985,1928.7930619980216,2,12.558632000036596,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,163,1928.7930619980216,1940.3498099977696,2,11.55674799974804,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,164,1940.3498099977696,1952.1623349978654,2,11.812525000095775,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,165,1952.1623349978654,1964.265857997816,2,12.103522999950656,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,166,1964.265857997816,1975.9692379975604,2,11.703379999744357,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,167,1975.9692379975604,1988.5325789978197,2,12.563341000259243,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,168,1988.5325789978197,2000.9362629980387,2,12.403684000219073,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,169,2000.9362629980387,2013.0304489980517,2,12.094186000012996,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,170,2013.0304489980517,2028.4412959981637,2,15.410847000111971,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,171,2028.4412959981637,2041.7421519982781,2,13.300856000114436,470,92,2,decode,2,2,0,0,0.0
