run_idx,arrival_rate_rps,max_batch_size,batch_timeout_ms,batch_id,dispatch_time_ms,finish_time_ms,batch_size,batch_runtime_ms,prompt_len,max_new_tokens,tokens_generated_total
0,20.0,1,0.0,24,3430.023922993314,3568.791683991549,1,138.76776099823473,128,32,32
0,20.0,1,0.0,25,3568.791683991549,3706.9307159918026,1,138.1390320002538,128,32,32
0,20.0,1,0.0,26,3706.9307159918026,3843.5301349927613,1,136.59941900095873,128,32,32
0,20.0,1,0.0,27,3843.5301349927613,3977.8289799887716,1,134.2988449960103,128,32,32
0,20.0,1,0.0,28,3977.8289799887716,4113.703416989665,1,135.87443700089352,128,32,32
0,20.0,1,0.0,29,4113.703416989665,4248.560962992087,1,134.85754600242217,128,32,32
0,20.0,1,0.0,30,4248.560962992087,4382.489838993024,1,133.92887600093673,128,32,32
0,20.0,1,0.0,31,4382.489838993024,4516.561385994464,1,134.0715470014402,128,32,32
0,20.0,1,0.0,32,4516.561385994464,4650.138808998236,1,133.5774230037714,128,32,32
0,20.0,1,0.0,33,4650.138808998236,4785.511335000592,1,135.3725260023566,128,32,32
0,20.0,1,0.0,34,4785.511335000592,4919.866117998936,1,134.35478299834358,128,32,32
0,20.0,1,0.0,35,4919.866117998936,5054.071980998742,1,134.2058629998064,128,32,32
0,20.0,1,0.0,36,5054.071980998742,5188.093485997342,1,134.0215049986,128,32,32
0,20.0,1,0.0,37,5188.093485997342,5322.6344480008265,1,134.5409620034843,128,32,32
0,20.0,1,0.0,38,5322.6344480008265,5456.90748099878,1,134.27303299795312,128,32,32
0,20.0,1,0.0,39,5456.90748099878,5591.168506996837,1,134.26102599805745,128,32,32
0,20.0,1,0.0,40,5591.168506996837,5724.611414001629,1,133.44290700479178,128,32,32
0,20.0,1,0.0,41,5724.611414001629,5859.58072199719,1,134.9693079955614,128,32,32
0,20.0,1,0.0,42,5859.58072199719,5992.965253994953,1,133.38453199776268,128,32,32
0,20.0,1,0.0,43,5992.965253994953,6126.666221997766,1,133.70096800281317,128,32,32
0,20.0,1,0.0,44,6126.666221997766,6260.184089001996,1,133.51786700422963,128,32,32
0,20.0,1,0.0,45,6260.184089001996,6393.720161005149,1,133.5360720031531,128,32,32
0,20.0,1,0.0,46,6393.720161005149,6527.281293005217,1,133.56113200006803,128,32,32
0,20.0,1,0.0,47,6527.281293005217,6660.230230004345,1,132.9489369991279,128,32,32
0,20.0,1,0.0,48,6660.230230004345,6793.3734010021,1,133.14317099775508,128,32,32
0,20.0,1,0.0,49,6793.3734010021,6927.157991004606,1,133.78459000250587,128,32,32
0,20.0,1,0.0,50,6927.157991004606,7060.478772007627,1,133.3207810030217,128,32,32
0,20.0,1,0.0,51,7060.478772007627,7194.0508760098965,1,133.57210400226904,128,32,32
0,20.0,1,0.0,52,7194.0508760098965,7328.443050011629,1,134.3921740017322,128,32,32
0,20.0,1,0.0,53,7328.443050011629,7462.921246013138,1,134.4781960015098,128,32,32
0,20.0,1,0.0,54,7462.921246013138,7596.658790012043,1,133.73754399890458,128,32,32
0,20.0,1,0.0,55,7596.658790012043,7730.7365480101,1,134.07775799805677,128,32,32
0,20.0,1,0.0,56,7730.7365480101,7864.964602008513,1,134.2280539984131,128,32,32
0,20.0,1,0.0,57,7864.964602008513,8003.280195011939,1,138.31559300342633,128,32,32
0,20.0,1,0.0,58,8003.280195011939,8141.288528011501,1,138.0083329995614,128,32,32
0,20.0,1,0.0,59,8141.288528011501,8278.304179012594,1,137.01565100109292,128,32,32
0,20.0,1,0.0,60,8278.304179012594,8415.579224011708,1,137.27504499911447,128,32,32
0,20.0,1,0.0,61,8415.579224011708,8553.728952009806,1,138.14972799809766,128,32,32
0,20.0,1,0.0,62,8553.728952009806,8693.759004010644,1,140.03005200083862,128,32,32
0,20.0,1,0.0,63,8693.759004010644,8832.87546601241,1,139.1164620017662,128,32,32
0,20.0,1,0.0,64,8832.87546601241,8970.292131007227,1,137.41666499481653,128,32,32
0,20.0,1,0.0,65,8970.292131007227,9105.967663002957,1,135.67553199573013,128,32,32
0,20.0,1,0.0,66,9105.967663002957,9241.6668270007,1,135.6991639977423,128,32,32
0,20.0,1,0.0,67,9241.6668270007,9376.77934400108,1,135.11251700037974,128,32,32
0,20.0,1,0.0,68,9376.77934400108,9510.36191899857,1,133.58257499749016,128,32,32
0,20.0,1,0.0,69,9510.36191899857,9644.483437999043,1,134.1215190004732,128,32,32
0,20.0,1,0.0,70,9644.483437999043,9780.230667997785,1,135.7472299987421,128,32,32
0,20.0,1,0.0,71,9780.230667997785,9914.048578996699,1,133.81791099891416,128,32,32
0,20.0,1,0.0,72,9914.048578996699,10047.439752997889,1,133.39117400118994,128,32,32
0,20.0,1,0.0,73,10047.439752997889,10180.937800998436,1,133.498048000547,128,32,32
0,20.0,1,0.0,74,10180.937800998436,10313.971879996643,1,133.0340789982074,128,32,32
0,20.0,1,0.0,75,10313.971879996643,10448.031386995353,1,134.05950699871028,128,32,32
0,20.0,1,0.0,76,10448.031386995353,10581.74318199599,1,133.7117950006359,128,32,32
0,20.0,1,0.0,77,10581.74318199599,10715.332354000566,1,133.58917200457654,128,32,32
0,20.0,1,0.0,78,10715.332354000566,10850.367313999413,1,135.03495999884763,128,32,32
0,20.0,1,0.0,79,10850.367313999413,10989.575770999181,1,139.2084569997678,128,32,32
0,20.0,1,0.0,80,10989.575770999181,11126.4509940047,1,136.8752230055179,128,32,32
0,20.0,1,0.0,81,11126.4509940047,11265.662842003621,1,139.21184799892217,128,32,32
0,20.0,1,0.0,82,11265.662842003621,11408.065814004658,1,142.4029720010367,128,32,32
0,20.0,1,0.0,83,11408.065814004658,11550.169997007288,1,142.10418300262972,128,32,32
0,20.0,1,0.0,84,11550.169997007288,11691.021776007801,1,140.8517790005135,128,32,32
0,20.0,1,0.0,85,11691.021776007801,11829.092963008407,1,138.07118700060528,128,32,32
0,20.0,1,0.0,86,11829.092963008407,11965.602698006478,1,136.5097349980715,128,32,32
0,20.0,1,0.0,87,11965.602698006478,12104.116104006607,1,138.51340600012918,128,32,32
0,20.0,1,0.0,88,12104.116104006607,12241.61961300888,1,137.50350900227204,128,32,32
0,20.0,1,0.0,89,12241.61961300888,12379.055141008394,1,137.4355279995143,128,32,32
0,20.0,1,0.0,90,12379.055141008394,12512.973770005374,1,133.91862899698026,128,32,32
0,20.0,1,0.0,91,12512.973770005374,12650.809098005084,1,137.83532799971,128,32,32
0,20.0,1,0.0,92,12650.809098005084,12788.4104390032,1,137.60134099811694,128,32,32
0,20.0,1,0.0,93,12788.4104390032,12923.262844003148,1,134.85240499994688,128,32,32
0,20.0,1,0.0,94,12923.262844003148,13060.442534003414,1,137.17969000026642,128,32,32
0,20.0,1,0.0,95,13060.442534003414,13200.630962004652,1,140.1884280012382,128,32,32
0,20.0,1,0.0,96,13200.630962004652,13337.73710000878,1,137.1061380041283,128,32,32
0,20.0,1,0.0,97,13337.73710000878,13472.612101007144,1,134.87500099836325,128,32,32
0,20.0,1,0.0,98,13472.612101007144,13606.087947008746,1,133.4758460016019,128,32,32
0,20.0,1,0.0,99,13606.087947008746,13739.951984008258,1,133.86403699951188,128,32,32
0,20.0,1,0.0,100,13739.951984008258,13873.85599200843,1,133.90400800017233,128,32,32
0,20.0,1,0.0,101,13873.85599200843,14007.64266000715,1,133.78666799872008,128,32,32
0,20.0,1,0.0,102,14007.64266000715,14144.656795010633,1,137.0141350034828,128,32,32
0,20.0,1,0.0,103,14144.656795010633,14281.87206801067,1,137.215273000038,128,32,32
0,20.0,1,0.0,104,14281.87206801067,14419.73096601214,1,137.85889800146833,128,32,32
0,20.0,1,0.0,105,14419.73096601214,14555.984848010667,1,136.2538819985275,128,32,32
0,20.0,1,0.0,106,14555.984848010667,14692.555607012764,1,136.57075900209747,128,32,32
0,20.0,1,0.0,107,14692.555607012764,14831.168906011953,1,138.61329899918928,128,32,32
0,20.0,1,0.0,108,14831.168906011953,14966.096588015716,1,134.92768200376304,128,32,32
0,20.0,1,0.0,109,14966.096588015716,15101.111481016233,1,135.01489300051617,128,32,32
0,20.0,1,0.0,110,15101.111481016233,15234.555311014446,1,133.44382999821391,128,32,32
0,20.0,1,0.0,111,15234.555311014446,15367.746520013498,1,133.191208999051,128,32,32
0,20.0,1,0.0,112,15367.746520013498,15501.673473014307,1,133.9269530008096,128,32,32
0,20.0,1,0.0,113,15501.673473014307,15635.505754014957,1,133.83228100065026,128,32,32
0,20.0,1,0.0,114,15635.505754014957,15770.956844016837,1,135.4510900018795,128,32,32
0,20.0,1,0.0,115,15770.956844016837,15910.155171015504,1,139.19832699866674,128,32,32
0,20.0,1,0.0,116,15910.155171015504,16049.586283017561,1,139.4311120020575,128,32,32
0,20.0,1,0.0,117,16049.586283017561,16187.282986013997,1,137.69670299643622,128,32,32
0,20.0,1,0.0,118,16187.282986013997,16321.148294015074,1,133.8653080010772,128,32,32
